Car Name,Link,Year,KMage
Opel Omega B Рестайлинг,https://auto.ru/cars/used/sale/opel/omega/1102049535-36429acb/,2000,450000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103428765-8c80b409/,1998,215000
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1102911787-a4bcf659/,2014,144000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1099726170-951a6b8f/,1997,285000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102882714-f6ae8fd3/,2008,223000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102765592-8d6f53e9/,2013,88500
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103183825-2decf8d9/,2012,173324
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103428651-8a0edc7b/,2008,238000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103045296-65e24b89/,2012,69705
Opel Zafira C,https://auto.ru/cars/used/sale/opel/zafira/1102765737-705e18cc/,2014,139000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102748710-846d8011/,2009,135000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103428569-d47fcb61/,2007,155890
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103428476-568912e9/,2011,91274
Opel Vectra C,https://auto.ru/cars/used/sale/opel/vectra/1102910323-46168729/,2004,126367
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1099820530-f4a1ebad/,2012,95000
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1098296078-83e32ebd/,2012,116000
Opel Super Six,https://auto.ru/cars/used/sale/opel/super_six/1102818866-6161007e/,1937,1
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1102661325-fe238db3/,2011,188000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102870945-00d330aa/,2010,112558
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103428317-73388b14/,2011,145000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1101135588-3f51f636/,2012,140000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103224866-33af344c/,2001,358368
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102631805-8f0dff57/,2012,98500
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102559489-c91e5ef8/,2010,186400
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1101356653-a7a217f6/,2012,105000
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1102854190-4f124bff/,2008,562191
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1017264381-0acac/,2001,180000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102860395-9894d9c0/,2013,127000
Opel Meriva A Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1098084790-8eff7603/,2008,176488
Opel Meriva B,https://auto.ru/cars/used/sale/opel/meriva/1101950872-16886c95/,2013,133000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1100269740-9e8ad0fc/,2013,87000
Opel Agila A,https://auto.ru/cars/used/sale/opel/agila/1102901513-07052cd5/,2002,264000
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1102436687-d7069427/,2006,350000
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1101627459-82094c2e/,2014,77494
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101223018-9d942cf4/,2009,169000
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1096739914-d16284e0/,2015,150000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1101350141-4485c72c/,2014,66100
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1102721503-e42131c9/,2007,230000
Opel Frontera A,https://auto.ru/cars/used/sale/opel/frontera/1097950628-466e5eca/,1993,242191
Opel Agila A,https://auto.ru/cars/used/sale/opel/agila/1102443933-9e1717ed/,2002,320000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103322900-00ccdbe3/,2014,138000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1101923693-9655d78c/,2013,20000
Opel Insignia I Рестайлинг Country Tourer,https://auto.ru/cars/used/sale/opel/insignia/1096160102-bb48696d/,2014,196000
Opel Rekord E,https://auto.ru/cars/used/sale/opel/rekord/1100127908-9c3358b5/,1986,70000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102789225-f8d43cc4/,2007,151777
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102911019-44f5798c/,2007,168000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102356004-699a10ae/,2013,108003
Opel Corsa D Рестайлинг II GSi,https://auto.ru/cars/used/sale/opel/corsa/1101687490-61c726b1/,2011,131900
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1089362166-6038126b/,2015,7000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103427225-3c15d527/,2011,140000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1102878333-45130af9/,2007,534629
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102587214-0be746dd/,2012,119200
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102877715-bf0a3ae8/,2010,90000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102871578-f77eac68/,2013,175452
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102256890-1ab1cd7a/,2011,150000
Opel Zafira C,https://auto.ru/cars/used/sale/opel/zafira/1099729372-ee3f2973/,2014,145000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1095351350-b6561d60/,2011,128898
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1101815300-89571fc2/,2008,185000
Opel Meriva A Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1102819218-1947aece/,2008,127233
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1101641264-cc08bb23/,2014,161925
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1101503689-02b0351c/,2010,142000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1101056468-5cea9569/,2011,86046
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102254422-c4f936ce/,2007,147000
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1097379738-2db6bbfd/,2008,200000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103426339-76f6fafa/,2011,189757
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1102662390-80917018/,1995,380000
Opel Admiral '37,https://auto.ru/cars/used/sale/opel/admiral/1076181277-5f79a/,1939,100000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102426824-a91414f8/,2012,137800
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103426162-f2396749/,2009,201785
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1102197513-8d2d8539/,2008,160000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1101920234-0203494d/,2014,95000
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1102890536-7044a14b/,2008,305000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102497422-d1090101/,2013,202727
Opel Zafira A,https://auto.ru/cars/used/sale/opel/zafira/1102782220-0abe7aac/,1999,250000
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1094908758-1b9217ae/,2008,202000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1097066266-a2c855b5/,2006,146000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1101414774-581694e6/,2007,154000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102905131-e12cba00/,2011,314005
Opel Omega B Рестайлинг,https://auto.ru/cars/used/sale/opel/omega/1045235076-bf0a41/,2000,377000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1100301348-ac90523b/,2008,120000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102796730-abb5f7a5/,2011,134897
Opel Corsa B,https://auto.ru/cars/used/sale/opel/corsa/1100733116-3bb6953e/,2000,270210
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102762215-fe4bc820/,2007,190000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102797073-014c2a7b/,2008,184000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102141300-e7011023/,2011,84790
Opel Vectra A KAT,https://auto.ru/cars/used/sale/opel/vectra/1102028386-6e08b099/,1991,50000
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1100840256-28be462b/,2006,155000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1101950036-006017b6/,2008,196000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1102888433-77c9b0fc/,2014,96000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101421094-ea7516ec/,2014,151000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1094728836-145c85d3/,2011,74000
Opel Meriva B,https://auto.ru/cars/used/sale/opel/meriva/1054126796-db033/,2013,130000
Opel Corsa C,https://auto.ru/cars/used/sale/opel/corsa/1097325188-fd591e71/,2003,220000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1100537682-bdf194d3/,2010,172100
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1102913819-c534f8f1/,2006,265000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102614314-0946adea/,2008,91640
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1100364532-9ea0e473/,2007,196704
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1103396729-6f03ef7e/,1998,235500
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102218431-ce783fa8/,2007,166000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102132094-49559623/,2008,223200
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1089989874-dc2bd00e/,2015,158915
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102159391-98a83b42/,2013,162000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1043561556-77600f/,2012,125000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1102638573-40222f94/,2008,270000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1102706645-cf70fa09/,2006,192000
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1102614995-cfe2ef5e/,2012,167000
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1077391233-5e86c6d9/,2006,137000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1102891333-15a924d5/,2012,114262
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102723896-9a1eeb05/,2011,145000
Opel Zafira A,https://auto.ru/cars/used/sale/opel/zafira/1095281464-d1fd9922/,2001,330000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102527360-47d8afa1/,2014,130667
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102700793-6aef8baa/,2012,185000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102859921-615ca02e/,2007,165000
Opel Combo C Рестайлинг,https://auto.ru/cars/used/sale/opel/combo/1099544456-be508240/,2008,220000
Opel Zafira C,https://auto.ru/cars/used/sale/opel/zafira/1102356127-7cccad7a/,2014,193000
Opel Combo C Рестайлинг,https://auto.ru/cars/used/sale/opel/combo/1102334142-f1f4f3d1/,2007,305000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1101510241-ac28b2b1/,1999,245000
Opel Insignia I Рестайлинг,https://auto.ru/cars/used/sale/opel/insignia/1102093517-289d7e8e/,2013,170000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1100743854-2b1a1184/,2010,116084
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102712527-650535dc/,2009,249763
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1101280980-dc90813f/,2007,185000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102464895-563eaceb/,2010,163000
Opel Signum I,https://auto.ru/cars/used/sale/opel/signum/1068346420-0122/,2004,129000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103231103-de2fdb3c/,2011,178000
Opel Corsa C Рестайлинг,https://auto.ru/cars/used/sale/opel/corsa/1102669238-b3de5e69/,2004,172000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103147383-913746f7/,2000,229003
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102670440-cd5d68b6/,2012,134000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102527827-e1c5f927/,2010,157000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1100642846-f9ac72bd/,2011,113000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1102909133-5eaece7d/,2002,165000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1099315550-24ce7a0d/,2014,280000
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1101477909-5d642c25/,1995,358000
Opel Vectra A,https://auto.ru/cars/used/sale/opel/vectra/1103424346-80bf5158/,1989,178000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102741893-f313cdae/,2012,79600
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1102459356-b26572c2/,2006,230000
Opel Corsa C Рестайлинг,https://auto.ru/cars/used/sale/opel/corsa/1055332300-33642/,2003,255000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102612192-4f66e5ec/,2012,267000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1101809552-5a21cb44/,2013,135000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1100924106-1329fbc6/,2007,107760
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1101134711-8a5cb439/,2012,114780
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102154804-4fc17dc4/,2011,160000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1101881256-7221b2a9/,2012,142000
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1102846749-7055b4ae/,2008,235000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102753804-2bfa5522/,2011,43000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101845823-7fe3b8e4/,2013,103000
Opel Kadett E,https://auto.ru/cars/used/sale/opel/kadett/1095858670-f12af6eb/,1985,180000
Opel Meriva B,https://auto.ru/cars/used/sale/opel/meriva/1102122509-fdb47615/,2011,189000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1094369952-10f7e12d/,2008,115000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1102865401-e0d8a0e5/,2002,250000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102733368-3d833c03/,2012,131000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103221392-f26ccc85/,2007,237560
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102279734-dbc5269e/,2012,220000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1088826386-108705d1/,2012,157000
Opel Zafira B,https://auto.ru/cars/used/sale/opel/zafira/1103221328-ca6b7ab6/,2007,150000
Opel Combo C Рестайлинг,https://auto.ru/cars/used/sale/opel/combo/1103309325-9a43ce57/,2008,430000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102670501-f3491014/,2006,142350
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1101527263-2104fee5/,2008,171024
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1101611544-4f77f790/,2008,129000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102136595-983728fe/,2007,181000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103423466-b2f0bede/,2013,147000
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1102499183-a36123d7/,2014,130000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101307481-c1d012e7/,2013,112000
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1095547976-9e0a77ba/,1997,230000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102633218-06c1280a/,2010,146000
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1102320814-17bfdfc9/,2012,99000
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1102795033-c8a7c3f1/,2013,149000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1094283616-f0fc6088/,2008,351000
Opel Vectra A,https://auto.ru/cars/used/sale/opel/vectra/1102108291-8a63e06b/,1989,208000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102309077-1a282425/,2011,123500
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1103364112-deae4c4e/,2011,85000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1102379043-ec2fcc58/,2003,175500
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102254861-88bf5b74/,2013,90000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102805933-f93e2496/,2006,210000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1065405640-a431145d/,2014,150000
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1098447554-b8415834/,2010,195000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1101787068-4ae1b94b/,2011,73000
Opel Meriva A Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1102719414-696386ff/,2008,174127
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1101883103-9e68db11/,1994,234000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101814906-0118072a/,2007,217000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103422794-31909159/,2012,144000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102782952-528fa9ea/,2010,142000
Opel Corsa D Рестайлинг II GSi,https://auto.ru/cars/used/sale/opel/corsa/1101822489-fefc742c/,2011,126000
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1102871086-fef69446/,2013,136625
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102493122-5cbf2c73/,2014,179500
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1103168660-adf9f576/,2003,250620
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1102761890-b50341ab/,2011,176088
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1102663018-62113887/,2012,113000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102810979-76a7b011/,2013,69095
Opel Corsa D Рестайлинг II,https://auto.ru/cars/used/sale/opel/corsa/1102128616-ff75f5f6/,2012,103000
Opel Meriva B Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1103332214-af48c941/,2015,142000
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1103231035-081517b8/,2012,167800
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1102428881-8043602b/,2010,160000
Opel Astra H GTC,https://auto.ru/cars/used/sale/opel/astra/1073870666-189c7a8c/,2005,240000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102606566-4305d394/,2009,163240
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1099720098-0f794cbb/,2010,233000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1100268748-2d9646f0/,2007,109982
Opel Meriva B,https://auto.ru/cars/used/sale/opel/meriva/1103130030-7aa5883d/,2011,142765
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102301852-2b8593ae/,2013,48000
Opel Corsa D Рестайлинг I,https://auto.ru/cars/used/sale/opel/corsa/1102342085-1e05fd0b/,2010,170000
Opel Astra F C16NZ,https://auto.ru/cars/used/sale/opel/astra/1101617667-5d360eae/,1993,246000
Opel Vectra A,https://auto.ru/cars/used/sale/opel/vectra/1094378188-c59e5f39/,1990,240000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1102365977-02a2dc4e/,2012,166000
Opel Zafira B Рестайлинг ecoFLEX,https://auto.ru/cars/used/sale/opel/zafira/1102137143-80721e8d/,2009,334423
Opel Omega A,https://auto.ru/cars/used/sale/opel/omega/1090075844-68d1f0fd/,1990,400000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1101740769-0d2c7f1e/,2011,136000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103421661-0bd7085d/,2008,170000
Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1102456044-b0201724/,2013,99000
Opel Meriva A Рестайлинг,https://auto.ru/cars/used/sale/opel/meriva/1103421550-4d40bfa2/,2008,181000
Opel Astra G,https://auto.ru/cars/used/sale/opel/astra/1101246499-cbec95f8/,2001,300000
Opel Monterey A,https://auto.ru/cars/used/sale/opel/monterey/1084754081-0cd88b2c/,1993,400000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1100422906-ddcdbfef/,2013,233000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1100985098-fb723f1a/,2007,145500
Opel Corsa C Рестайлинг,https://auto.ru/cars/used/sale/opel/corsa/1102225590-b12a0a13/,2006,170000
Opel Kadett D,https://auto.ru/cars/used/sale/opel/kadett/1103283741-9e87d36a/,1983,152000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1101107730-b69afba2/,2011,142000
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1102861837-c9de08e0/,2007,193000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102584404-b4076409/,2012,107000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1103421340-1a8df392/,2007,185000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1090086866-ad13cb98/,2010,170000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1100874110-2ca0f20a/,2014,60000
Opel Kadett E,https://auto.ru/cars/used/sale/opel/kadett/1102413233-7f73330f/,1986,200000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102533951-1dc6c955/,2010,284000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1103421110-1bfbfafd/,2010,129000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102128823-86c7b5f0/,2012,140000
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1102527103-30f0c785/,1998,395000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102814772-19cb7cb4/,2011,188000
Opel Astra H GTC,https://auto.ru/cars/used/sale/opel/astra/1087660700-5c73e4b6/,2006,170000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1102096353-ad9be3a4/,2007,195000
Opel Insignia I,https://auto.ru/cars/used/sale/opel/insignia/1103342561-b9ca5d43/,2010,160578
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103420810-823ff2d4/,2008,220000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102369023-46a18427/,2008,207000
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1103420756-afd3d8b3/,2012,167000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1096986542-855b17ea/,2007,148000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102042985-8d29de84/,2007,179000
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1102325668-ac19f5ac/,2008,190000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1102708741-18e52228/,2014,142260
Opel Vectra B,https://auto.ru/cars/used/sale/opel/vectra/1103420600-25855c66/,1997,450000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101721530-420b178d/,2011,126000
Opel Astra J Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103118770-b0ebdf8d/,2012,157595
Opel Antara I,https://auto.ru/cars/used/sale/opel/antara/1102467142-dc484a09/,2008,170000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101855764-e1d88b67/,2008,224000
Opel Zafira B Рестайлинг,https://auto.ru/cars/used/sale/opel/zafira/1103121458-c657b93f/,2012,125030
Opel Omega A,https://auto.ru/cars/used/sale/opel/omega/1101844059-c5c077d0/,1989,228000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102882377-78c231cd/,2007,180000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102757326-004753d5/,2012,212067
Opel Astra H,https://auto.ru/cars/used/sale/opel/astra/1098237670-f02a6989/,2007,290000
Opel Antara I Рестайлинг,https://auto.ru/cars/used/sale/opel/antara/1103306719-4d5260d2/,2012,93000
Opel Astra H GTC,https://auto.ru/cars/used/sale/opel/astra/1102827181-d7b1f72a/,2006,220000
Opel Vectra C Рестайлинг,https://auto.ru/cars/used/sale/opel/vectra/1102667169-5ea7f81b/,2008,296920
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1101597504-ce7f69f7/,2006,150000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102177638-b86cba95/,2011,147200
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101213495-f0a09942/,2008,230000
Opel Corsa D Рестайлинг I,https://auto.ru/cars/used/sale/opel/corsa/1103217247-3ed8b0bf/,2010,159300
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1103184517-5aeb54cc/,2012,147000
Opel Corsa D,https://auto.ru/cars/used/sale/opel/corsa/1102265070-ade49ef6/,2008,145000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1103306514-718b5f08/,2008,215000
Opel Astra H Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102762520-8a905e32/,2007,214000
Opel Omega B,https://auto.ru/cars/used/sale/opel/omega/1102322042-5e0a628d/,1997,206000
Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102294146-279fdf75/,2011,145000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101885785-e576d66c/,2010,128000
Opel Astra H Рестайлинг,https://auto.ru/cars/used/sale/opel/astra/1101474507-3757b3f0/,2007,272000
Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102385901-e66bba2d/,2011,147000
